"","Officer","","","Overseer","","","Exemplar","","","","","","","Officer","","","Grand Strategist","","","Exemplar","","","","","","","Soldier","","","Overseer","","","Exemplar","","","","","","","Warrior","","","Arch-Militant","","","Exemplar","","","","","","","Blade Dancer","","","Assassin","","","Exemplar","","","","","","","Officer","","","Master Tactician","","","Exemplar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 1 :","Voice Of Command","","Level 16 :","Psyber-Raven","","Level 36 :","Peak Condition","Be Vigilant!","","Gear to consider","","","Level 1 :","Voice Of Command","","Level 16 :","Combat Tactics","","Level 36 :","Eager for Battle","Seize the Initiative","","Gear to consider","","","Level 1 :","Run and Gun","","Level 16 :","Psyber-Raven","","Level 36 :","Degraded Defence","Weak Hearts","","","","","Level 1 :","Charge","","Level 16 :","Versitility","","Level 36 :","Eager for battle *","Impetus","","","","","Level 1 :","Blade Dance","","Level 16 :","Seek the Opening","","Level 36 :","Destroyer","Guillotine","","","","","Level 1 :","Voice Of Command","","Level 16 :","Tactical Advantage","Press The Advantage","Level 36 :","Firebrand","Be Vigilant!","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 2 :","Persuasion","","Level 17 :","Warp Speed","","Level 37 :","Lore Imperium / Coercion","Psalms of Heroes","","Helm","Eyes of Joyeuse / Ghost Helm / Ethereal Visor / Thassertium Mask","","Level 2 :","Lore Warp / Persuasion","","Level 17 :","Psychic Assault","","Level 37 :","Lore Warp / Persuasion","Still Mind","","Helm","Ghost Helm / Cultist Hood / Ethereal Visor / Dark Visionary Hood","","Level 2 :","Medicae","","Level 17 :","Psychic Assault","","Level 37 :","Lore Warp","Sacred Rituals","","Gear to consider","","","Level 2 :","Medicae","","Level 17 :","Wildfire","","Level 37 :","Athletics","Exploit Weakness","","Gear to consider","","","Level 2 :","Medicae","","Level 17 :","Killing Edge","","Level 37 :","Medicae","Lethal Concentration","","Gear to consider","","","Level 2 :","Commerce","","Level 17 :","Linchpin","","Level 37 :","Commerce","Stacking the Deck","","Gear to consider","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 3 :","Bring it Down !","","Level 18 :","Rite of Calibration","","Level 38 :","Fellowship","Heavy Armour Proficiency","","Armour","Psyker's Breastplate","","Level 3 :","Bring it Down !","","Level 18 :","Improvised Strategy","","Level 38 :","Willpower","Psychic Barrage","","Armour","Psychic Bodyglove","","Level 3 :","Revel in Slaughter","","Level 18 :","Rite of Calibration","","Level 38 :","Willpower","Mental Breach","","Helm","Ghost Helm / Cultist Hood / Ethereal Visor / Dark Visionary Hood / Thassertium Mask","","Level 3 :","Endure","","Level 18 :","Always Ready","","Level 38 :","Weapon Skill","Melting Armour","","Helm","Eyes of Joyeuse / Ghost Helm","","Level 3 :","Death From Above","","Level 18 :","Create an Opening","","Level 38 :","Weapon Skill","Edge of Dawn","","Helm","Eyes of Joyeuse / Vivisector's Visor / Self Calibrating Googles / Helm","","Level 3 :","Bring it Down !","","Level 18 :","Reliance","","Level 38 :","Ballistic Skill","Pslams of Heroes","","Helm","Ghost Helm / Eyes of Joyeuse / Peripheral Visor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 4 :","Finest Hour","Lasting Impression","Level 19 :","Overcharge","","Level 39 :","Metabolic Overcharge","Lore Imperium / Coercion","","Cloak","Singed Cape / Xenopelt Cloak / Von Calacius Cloak","","Level 4 :","Finest Hour","Lasting Impression","Level 19 :","Take and Hold","","Level 39 :","Biomancy / Sanctic","Lore Warp / Persuasion","","Cloak","Singed Cape / Xeno Emitter","","Level 4 :","Firearm Mastery","Camaraderie","Level 19 :","Overcharge","","Level 39 :","Mind Rupture","Lore Warp","","Armour","Psyker's Breastplate / Psychic Bodyglove","","Level 4 :","Daring Breach","Thick Skin","Level 19 :","Steady Superiority","","Level 39 :","Molten Beam","Athletics","","Armour","Armour of Hidden Promise / High Spinner Armour / Phantom-Killer Bodyglove","","Level 4 :","Death Waltz","Death Warden","Level 19 :","Dispatch","","Level 39 :","Acrobatic Artistry","Medicae","","Armour","Armour of Hidden Promise / Phantom-Killer Bodyglove / Psychic Bodyglove / High Spinner Armour","","Level 4 :","Finest Hour","Lasting Impression ","Level 19 :","Orchestrated Firestorm","","Level 39 :","Move Move Move!","Commerce","","Armour","Psychic Body Glove / [Death World Origin] Enforcer Light Carapace / Cultist Armour Plates","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 5 :","Fellowship","Psyker Minoris","Level 20 :","AP +1","Fellowship","Level 40 :","Firebrand","Pulse of Life","","Neck","Chartist Pendant / Vortex Pendant / Starmist Scarf / Thassertium Necklace","","Level 5 :","Willpower","Be Smart","Level 20 :","Ap +1","Intelligence","Level 40 :","Firebrand","Warp Saturation / Destined","","Neck","Vortex Pendant / Starmist Scarf","","Level 5 :","Ballistic Skill","Psyker Minoris","Level 20 :","AP +1","Willpower","Level 40 :","Peak Condition","Fire Within","","Cloak","Dimensional Traveller Cloak / Singed Cape / Xeno Emitter","","Level 5 :","Rigorous Training","Weapon Skill","Level 20 :","AP +1","Weapon Skill","Level 40 :","Degraded Defence","Contempt for the weak","","Cloak","Malpain Shroud / Swashbuckler Cloak","","Level 5 :","Psyker Minoris","Weapon Skill","Level 20 :","AP +1","Weapon Skill","Level 40 :","Degraded Defence","Lone Killer / Perfect Opening","","Cloak","Swiftshroud Cloak / Cloak of Bloodthirst / Lady Theodora's Mantle / Swashbuckler Cloak / Bladedancer's Mantle","","Level 5 :","Ballistic Skill","Psyker Minoris","Level 20 :","Ap +1","Ballistic skill","Level 40 :","Eager for Battle","Dawn of Victory","","Cloak","Lady Theodora's Mantle (Yes it applies to sanctified staff) / Singed Cape / Tempestus Elite Carapace Backpack","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 6 :","Decisive Response","Fellowship","Level 21 :","Sacrificial Penance","Fellowship","Level 41 :","Fellowship","Inspire Courage","","Accessory 1","Spirit Drape / Warp Surge Brooch","","Level 6 :","Decisive Response","Willpower","Level 21 :","Fire at Will","Willpower","Level 41 :","Willpower","Be Vigilant!","","Accessory 1","Warp Surge Brooch / Metronome / Grimoire of the Void","","Level 6 :","Ballistic Skill","Pyromancy","Level 21 :","Sacrificial Penance","Willpower","Level 41 :","Willpower","Fired Up","","Neck","Starmist Scarf / Vortex Pendant / Thassertium Necklace","","Level 6 :","Break through","Athletics","Level 21 :","Flashfire","Weapon Skill","Level 41 :","Weapon Skill","Easy Target","","Neck","Invigorating Resolve / Starmist Scarf / Solid Shield Enarmes","","Level 6 :","Blood Oath","Medicae","Level 21 :","Psyker Majoris","Weapon Skill","Level 41 :","Weapon Skill","Rising Tempo","","Neck","Starmist scarf /  Psy Focus / Requiemator / vial of foulstow","","Level 6 :","Decisive Response","Ballistic Skill","Level 21 :","Ballistic skill","Hidden Advantage","Level 41 :","Ballistic Skill","Leader's assault","","Neck","Starmist Scarf / Onslaught Amulet / Vortex Pendant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 7 :","Invigorate / Enfeeble","Still Mind","Level 22 :","Sanctic Powers","Lore Imperium / Coercion","Level 42 :","Shield of the Emperor","Willpower","","Accessory 2","Warp Surge Brooch / Experimental Psy-Amplifier / Chains of Domination","","Level 7 :","Air of Authority","Psyker Minoris","Level 22 :","Combat Locus Stratagem","","Level 42 :","Enfeeble / Shield of the Emperor","Intelligence","","Accessory 2","Experimental Psy-Amplifier / Chains of Domination","","Level 7 :","Willpower","Never Stop Believing","Level 22 :","Strategic Adaptation","Lore Warp","Level 42 :","Shield of the Emperor","Agility","","Accessory 1","Warp Surge Brooch / Metronome / Grimoire of the Void","","Level 7 :","Weapon Skill","Psyker Minoris","Level 22 :","Reckless Rush","Blade of Light","Level 42 :","Devastating Attack","Agility","","Accessory 1","Warp Surge brooch","","Level 7 :","Weapon Skill","Blood Rush","Level 22 :","Medicae","Hammer of the Emperor","Level 42 :","Pyromancy","Agility","","Accessory 1","Warp Surge Brooch / Warp Reflex Ring / Anatomy Tome / Hand of Offence","","Level 7 :","Air of Authority","Subtle Manipulation","Level 22 :","Inspire","","Level 42 :","Strongpoint","Fellowship","","Accessory 1","Warp Surge Brooch / Commander's Chrono","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 8 :","Focus!","Persuasion","Level 23 :","Warp Buffer","","Level 43 :","Confer Immunity","Destined","","Gloves","Abyssal Conduit","","Level 8 :","Inspiring Speech","Lore Warp / Persuasion","Level 23 :","Lore Warp / Persuasion","Blurred Locus","Level 43 :","Deterioration / Psalms of Heroes","Corpus Conversion
 / Hymns of Hatred","","Gloves","Abyssal Conduit","","Level 8 :","Rack and Ruin","Lore Warp","Level 23 :","Warp Buffer","","Level 43 :","Mind Siege","Heavy Armour Proficiency","","Accessory 2","Chains of Domination / Experimental Psy-Amplifier / Bead of Might / Commander's Chrono / Mysterious Sliver","","Level 8 :","Athletics","Shearing Strikes","Level 23 :","Athletics","Allout","Level 43 :","Breaking Attack","Fire Within","","Accessory 2","Hand of Offence / Chains of domination / Bead of Might","","Level 8 :","Awareness","Hymns of Hatred","Level 23 :","Deadly Calculation","","Level 43 :","Backdraft","Burning Blood","","Accessory 2","Notes on Weaknesses / Hand of Offence / Chirugen's manuel / Knuckle Guard / Chains of Domination","","Level 8 :","Inspiring speech","Commerce","Level 23 :","Unwavering Motivation","Commerce","Level 43 :","Stronghold","Still Mind","","Accessory 2","Spirit Drape / Chains of Domination","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 9 :","Finest Hour IV","","Level 24 :","Willpower","Psyker Terminus","Level 44 :","Persuasion","Eager Subordinates","","Boots","Boots of Decay / Pneumo Boots / Fencing Boots","","Level 9 :","Finest Hour IV","","Level 24 :","Willpower","Psyker Terminus","Level 44 :","Lore Imperium / Coercion","Eager Subordinates","","Boots","Psyker's Footware / Boots of Decay / Battle Psyker's Boots","","Level 9 :","Firearm Mastery I","","Level 24 :","Agility","Psyker Terminus","Level 44 :","Demolition","Extermination","","Gloves","Abyssal Conduit","","Level 9 :","Daring Breach II","","Level 24 :","Agility","Psyker Terminus","Level 44 :","Carouse","Destroyer *","","Gloves","Augmented Gloves / Adaptive Gloves / Inevietable Demise / Metal Claw Gloves","","Level 9 :","Death Waltz II","","Level 24 :","Agility","Psyker Terminus","Level 44 :","Awareness","Malign Influence","","Gloves","Riposte Gauntlets / Augmented Gloves / Executioner's Gloves /Gloves of Rapid Desolation / Metal claw gloves","","Level 9 :","Finest Hour IV","","Level 24 :","Fellowship","Psyker Terminus","Level 44 :","Persuasion / Coercion","Eager Subordinates","","Gloves","Abyssal Conduit / Gloves of Rapid Desolation / Compensator Gloves","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 10 :","Lore Imperium / Coercion","Willpower","Level 25 :","Psy-Resonator","","Level 45 :","Ap +1","","","Weapon Set 1","Bloodrinker Staff","","Level 10 :","Lore Imperium / Coercion","Intelligence","Level 25 :","Critical Zone","","Level 45 :","Ap +1","","","Weapon Set 1","Detachment from Death / Staff of Mindsight / Blooddrinker Staff","","Level 10 :","Swift Slaughter","Willpower","Level 25 :","Psy-Resonator","","Level 45 :","AP +1","","","Boots","Boots of Decay / Battle Psyker's Boots / Psyker's Footware","","Level 10 :","Desolation","Agility","Level 25 :","Adaptability","","Level 45 :","AP +1","","","Boots","Void Veteran Boots / Enforcer Light boots / Inertia Boots / Fencing Boots / stalking boots","","Level 10 :","Dance Partners","Agility","Level 25 :","Lethality Heightens","","Level 45 :","AP +1","","","Boots","Inertia Boots / Void Veteran Boots / Pneumo Boots / Fencing Boots","","Level 10 :","Persuasion / Coercion","Fellowship","Level 25 :","Joint Offensive","","Level 45 :","Ap +1","","","Boots","Boots of Decay / Caligae of Saint Keefe / Commissar Boots","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 11 :","Steel Resolve","Willpower","Level 26 :","Willpower","Lore Imperium / Coercion","Level 46 :","No Respite","Persuasion","","","","","Level 11 :","Focus","Intelligence","Level 26 :","Intelligence","Lore Warp / Persuasion","Level 46 :","No Respite","Lore Imperium / Coercion","","","","","Level 11 :","Sensory Deprivation","Lore Warp","Level 26 :","Agility","Lore Warp","Level 46 :","Psalms of Heroes","Demolition","","Weapon Set 1","Solar Staff / Staff of Mindsight / Detachment from Death /  Staff of Shock and Awe","","Level 11 :","Orchestrate flame","Body of Flames","Level 26 :","Athletics","Agility","Level 46 :","Crowd Kill","Carouse","","Weapon Set 1","Immaterium's Channeller / The Distortion / Incinerator","","Level 11 :","Shield of the Emperor","Sweeping Motions","Level 26 :","Agility","Medicae","Level 46 :","Duellist","Awareness","","Weapon Set 1","Awakened Nightmare / Immaterium's Channeller","","Level 11 :","Focus!","Fellowship","Level 26 :","Commerce","Fellowship","Level 46 :","Personal Oversight","Persuasion / Coercion","","Weapon Set 1","Sworn Protector","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 12 :","Air of Authority","Second Sight","Level 27 :","Overcharge III","","Level 47 :","Blood of Martyrs","Medicae","","Weapon Set 2","Sanctified Staff","","Level 12 :","Sensory Deprivation","Second Sight","Level 27 :","Take and Hold IV","","Level 47 :","Blood of Martyrs","Medicae","","Weapon Set 2","Sanctified Staff / Staff of Shock and Awe / Staff of the Righteous Pyre","","Level 12 :","Agility","Backdraft","Level 27 :","Overcharge II","","Level 47 :","Hymns of Hatred","Medicae","","","","","Level 12 :","Agility","Carouse","Level 27 :","Steady Superiority IV","","Level 47 :","Ramming Speed","Medicae","","","Sacrifice / Veilrender / Cursebringer","","Level 12 :","Agility","Awareness","Level 27 :","Dispatch II","","Level 47 :","It Takes Two","Demolition","","","Veilrender / Sacrifice","","Level 12 :","Shield of the emperor","Second Sight","Level 27 :","Orchestrated Firestorm II","","Level 47 :","No Respite","Medicae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 13 :","Inspiring speech","Lore Imperium / Coercion","Level 28 :","Castigating Echoes","Adrenaline Surge","Level 48 :","Edge of Dawn","Willpower","","","","","Level 13 :","Steel Resolve","Lore Imperium / Coercion","Level 28 :","Pain Channelling","Toughness","Level 48 :","Aftershock","Intelligence","","","","","Level 13 :","Fortress","Pain Channelling","Level 28 :","Castigating Echoes","Psychic Barrage","Level 48 :","Edge of Dawn","Agility","","Weapon Set 2","Sanctified Staff / Solar Staff / Staff of the Righteous Pyre","","Level 13 :","Blade Flurry","Carouse","Level 28 :","Carouse","Critical Versatility","Level 48 :","Preferred Targets","Agility","","Weapon Set 2","Well-Maintained Rocksaw / Solar Staff","","Level 13 :","Blade of Light","Carouse","Level 28 :","Still Mind","Disarray","Level 48 :","Fire Within","Agility","","Weapon Set 2","Sanctified Staff / Bloodrinker Staff / Well-Maintained Rocksaw","","Level 13 :","Steel Resolve","Persuasion / Coercion","Level 28 :","Against All Odds","","Level 48 :","Undisputed Advantage","Fellowship","","Weapon Set 2","Sanctified Staff","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 14 :","Toughness","Psyker Majoris","Level 29 :","Toughness","Persuasion","Level 49 :","Toughness","Medicae","","Pet","Grave Chill / Life Emanations","","Level 14 :","Ballistic Skill","Psyker Majoris","Level 29 :","Toughness","Lore Imperium / Coercion","Level 49 :","Ballistic Skill","Medicae","","","","","Level 14 :","Pysker Majoris","Demolition","Level 29 :","Agility","Demolition","Level 49 :","Ballistic Skill","Medicae","","","","","Level 14 :","Toughness","Psyker Majoris","Level 29 :","Toughness","Characteristic Training: Per","Level 49 :","Willpower","Medicae","","","","","Level 14 :","Willpower","Bloody Requiem","Level 29 :","Perception","Awareness","Level 49 :","Perception","Demolition","","","","","Level 14 :","Willpower","Psyker Majoris","Level 29 :","Persuasion / Coercion","Willpower","Level 49 :","Willpower","Medicae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 15 :","Finest Hour I","","Level 30 :","Strategic Adaptation","","Level 50 :","Eager for Battle","Iron Discipline","","","","","Level 15 :","Finest Hour I","","Level 30 :","Blitz Stratagem","","Level 50 :","Degraded Defence","Sacred Rituals","","","","","Level 15 :","Firearm Mastery IV","","Level 30 :","Sanctic Powers","","Level 50 :","Cataclysm / Vital Points","Integrity / Alacrity","","Pet","Blessing of the Immaterium / Harbinger of Death / Immaterium Shroud / Ether Wind / Feat of Suffering","","Level 15 :","Daring Breach IV","","Level 30 :","Inflame","","Level 50 :","Peak Condition","Relentless Blaze","","","","","Level 15 :","Death Waltz III","","Level 30 :","Sword of Faith","","Level 50 :","Peak Condition","Escape Artist","","","","","Level 15 :","Finest Hour I","","Level 30 :","Psychic Barrage","Hammer of the emperor","Level 50 :","Degraded Defence","Heroism","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Level 31 :","Brother-In-Arms","Warp Saturation","Level 51 :","Subtle Manipulation","Medicae","","","","","","","","Level 31 :","Opening Strategy","Weak Hearts","Level 51 :","Mind Siege / Edge of Dawn","Medicae","","","","","","","","Level 31 :","Brother-In-Arms","Subtle Manipulation","Level 51 :","External Glory","Medicae","","","","","","","","Level 31 :","Dismantle","","Level 51 :","Backdraft","Medicae","","","","","","","","Level 31 :","Psalms of Heroes","Seize the Advantage","Level 51 :","Killing Spree","Demolition","","","","","","","","Level 31 :","Personal Involvement","","Level 51 :","In The Hero's Footsteps","Medicae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Level 32 :","Toughness","Persuasion","Level 52 :","Leader's Assault","Corpus Conversion","","","","","","","","Level 32 :","Lore Imperium / Coercion","Ballistic Skill","Level 52 :","Inspire Courage","Mind Thief / Sanctified Slayer","","","","","","","","Level 32 :","Ballistic Skill","Demolition","Level 52 :","Suppression Factor","Second Sight","","","","","","","","Level 32 :","Perception","Carouse","Level 52 :","Open Engagement","Still Mind","","","","","","","","Level 32 :","Awareness","","Level 52 :","Body of Flames","Relentless Blaze","","","","","","","","Level 32 :","Willpower","Persuasion / Coercion","Level 52 :","Hymns of Hatred","Edge of Dawn","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Level 33 :","Master's Patronage","","Level 53 :","Hammer of the Emperor","Toughness","","","","","","","","Level 33 :","Ballistic Skill","Strongpoint","Level 53 :","Warp Speed 
 / Hammer of the Emperor","Ballistic Skill","","","","","","","","Level 33 :","Enhanced Augmetics","","Level 53 :","Hammer of the Emperor","Ballistic Skill","","","","","","","","Level 33 :","Distract","Perception","Level 53 :","Reckless Strike","Willpower","","","","","","","","Level 33 :","Imminent Demise","Perception","Level 53 :","Orchestrate Flame","Perception","","","","","","","","Level 33 :","Brick of Death","","Level 53 :","Fervour","Willpower","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Level 34 :","Psyker Extremis","","Level 54 :","Degraded Defence","Deterioration","","","","","","","","Level 34 :","Psyker Extremis","","Level 54 :","Combat Meditation","Adrenaline Surge / Eternal Glory","","","","","","","","Level 34 :","Psyker Extremis","","Level 54 :","Contagion","Still Mind","","","","","","","","Level 34 :","Perception","Psyker Extremis","Level 54 :","Extermination","Accustomed to Glory","","","","","","","","Level 34 :","Psyker Extremis","","Level 54 :","Eager for Battle","Eternal Glory","","","","","","","","Level 34 :","Willpower","Psyker Extremis","Level 54 :","Extermination","Seize the Initiative","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Level 35 :","Overcharge I","","Level 55 :","Ap +1","","","","","","","","","Level 35 :","Take and Hold III","","Level 55 :","Ap +1","","","","","","","","","Level 35 :","Overcharge I","","Level 55 :","AP +1","","","","","","","","","Level 35 :","Steady Superiority II","","Level 55 :","AP +1","","","","","","","","","Level 35 :","Dispatch III","","Level 55 :","AP +1","","","","","","","","","Level 35 :","Orchestrated Firestorm III","","Level 55 :","Ap +1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","The Dark Judge","","","","","","","","","","Skill Options","","","Judge Death","","","","","","","","","","Skill Options","","","Pain Machine","","","","","","","","","","Gear to consider","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Fortress World - Arbitrator (Vigilant) - Warrior - Weapon Skill +2 / Strength +2 / Toughness +2 (Heretic In Prologue Gives Corrupted Inferno Pistol, Useful until foehammers and shotguns)","","","","","","","","","","Athletics / Coercion / Carouse","","","Fortress World - Arbitrator (Castigator) - Operative - Ballistic Skill +2 / Agillity +2 / Intelligence +1 / Perception +1","","","","","","","","","","Awareness / Logic / Tech-Use / Lore Impeium / Lore Xenos / Medicae","","","Fortress world - Pysker Pyromancer - BS 2 / Perception 2 / Agility 2","","","","","","","","","","Helm","Gunslinger's Helm","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Warrior","","","Arch-Militant","","","Exemplar","","","","","","","Operative","","","Bounty Hunter","","","Exemplar","","","","","","","Soldier","","","Arch-Militant","","","Exemplar","","","","Armour","Artificer Power Armour","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 1 :","Charge","","Level 16 :","Versitility","","Level 36 :","Eagar for battle *","Easy Target","","","","","Level 1 :","Analyse Enemies","","Level 16 :","Hunt Down The Prey","","Level 36 :","Eager for Battle","Passive Learning","","","","","Level 1 :","Run and Gun","","Level 16 :","Versatility","","Level 36 :","Peak Condition","Rack and Ruin","","Cloak","Backpack with Armour Piercing Ammo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 2 :","Medicae","","Level 17 :","Wildfire","","Level 37 :","Coercion","Armsmaster","","Gear to consider","","","Level 2 :","Medicae","","Level 17 :","Claim the Bounty","","Level 37 :","Awareness","Withdraw","","Gear to consider","","","Level 2 :","Medicae","","Level 17 :","Wilfire","","Level 37 :","Awareness","Contempt for the weak","","Neck","Dog Tags / Fury Incarnate / Focus Incense / Ruby Splash Necklace","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 3 :","Endure","","Level 18 :","Always Ready","","Level 38 :","Weapon Skill","The Steady Hand of Justice","","Helm","Adeptus Arbites Helmet / Steel Guidance / Commissar Cap","","Level 3 :","Expose Weakness","","Level 18 :","Hunter's Ambush","","Level 38 :","Ballistic Skill","Grenadier","","Helm","Lingering Whisper / Steel Guidance / Commissar Cap / Meragon Helmet / Self-Calibrating Goggles / Self-Calibrating Helm","","Level 3 :","Revel in Slaughter","","Level 18 :","Always Ready","","Level 38 :","Ballistic Skill","Power Armour Proficiency","","Accessory 1","Demolition Instructions / Echo of Victory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 4 :","Daring Breach","Crowd Kill","Level 19 :","Steady Superiority","","Level 39 :","Grisly Adjudication","Coercion","","Armour","Arbitrator Solomon Vhyr's Armour / Marshal's Armour of the Koronus Expanse / Adherent of Mankind / Invincible Onsalught Armour","","Level 4 :","Dismantling","Uncanny Sight","Level 19 :","Wild Hunt","","Level 39 :","Joint Analysis","Awareness","","Armour","Commissar Flak Breastplate / [Hive world Origin] Voidsmen Armour","","Level 4 :","Firearm Mastery","Muzzle Velocity","Level 19 :","Steady Superiority","","Level 39 :","Controlled Shot","Awareness","","Accessory 2","Bead of might / Iron Cape / Harlequin Trinket","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 5 :","Thick Skin","Weapon Skill","Level 20 :","AP +1","Weapon Skill","Level 40 :","Degraded Defence","Contempt for the weak","","Cloak","Malpain Shroud / Swashbuckler Cloak / Arch-Militan Cape / Dimensional Traveller Cloak / Von Valancius Cloak","","Level 5 :","Ballistic Skill","Never Stop Believing","Level 20 :","AP +1 - Ballistic Skill","Lawful Intervention","Level 40 :","Degraded Defence","Inspiring Trophy","","Cloak","Shadowguide Cloak / Von Valancius Cloak","","Level 5 :","Ballistic Skill","Rapid Reload","Level 20 :","Ap +1","Ballistic Skill","Level 40 :","Degraded Defence","Distract","","Gloves","Compensator Gloves / Marksman Bracers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 6 :","Forceful Strike","Coercion","Level 21 :","Broad Expertise","Weapon Skill","Level 41 :","Weapon Skill","Open Engagement","","Neck","Invigorating Resolve / Fury Incarnate / Aquila Pendant","","Level 6 :","Tide of Excellence","Ballistic Skill","Level 21 :","Ballistic Skill","Hunting Surge","Level 41 :","Ballistic Skill","Ballistics Calculation","","Neck","Synaptic Coagulator","","Level 6 :","Ballistic Skill","Rapid Fire","Level 21 :","Heavy Gunner","Ballistic Skill","Level 41 :","Ballistic Skill","Enough Bullets for Everyone","","Boots","Inertia Boots / Caligae of Saint Keefe / Sororitas Boots","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 7 :","Weapon Skill","Never Stop Believing","Level 22 :","Reckless Rush","Dual-Weapon Combat","Level 42 :","Kick ","Toughness","","Accessory 1","Echo of Victory / Hellbrute Horn Trophy / Iron Cape","","Level 7 :","That's an Order!","Awareness","Level 22 :","Cull the bold","","Level 42 :","In the Name of the Lex Imperialis!","Perception","","Accessory 1","Long Range Lens / Vid-Capture Relay / Armour-Piercing Ammo / Meragon Ring","","Level 7 :","Perception","Familiar Kickback","Level 22 :","Reckless Rush","Breaking Point","Level 42 :","Kick","Perception","","Weapon Set 1","Violent Splinter Cannon / Life Sunderer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 8 :","Coercion","Hardened Scars","Level 23 :","Coercion","Allout","Level 43 :","Martial Art","Familiar Kickback","","Accessory 2","Bead of Might / Bayonet Chain Knife  / Knuckle Guard","","Level 8 :","Sharpshooter","Liturgy of Insulation","Level 23 :","Flay the bold","Awareness","Level 43 :","Pierce the Armour","Public Sentencing","","Accessory 2","Bead of Might / Portative Manipulator / Prey Scanner / Target Designator / Armour-Piercing Ammo","","Level 8 :","Unfaltering Fire","Demolition","Level 23 :","Demolition","All out","Level 43 :","Ingenious","Poetry of Pain","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
