"","","","","Level 32 :","Perception","Coercion","Level 52 :","Tenderise","Know No Heresy / Residual Power","","Master-Link Visors","","","Hand of Penance","Hand of Righteous","Hydraulic Booster","Act 2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Level 33 :","Perimeter Defence","","Level 53 :","Dash / Entrench","Perception","","","","","","","","Act 3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Level 34 :","Mob Justice","","Level 54 :","Eager for Battle","Fortress","","","","","","","","Act 4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Level 35 :","Overcharge I","","Level 55 :","AP +1","","","","","","","","","Act 5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Eogunn Ferbus - Manipulus of the motive force","","","","","","","","","","Skill Options","","","","","","","Eogunn Ferbus - Grand Manipulus","","","","","","","","","","Skill Options","","","","","","","Eogunn Ferbus - Master of Motive Force","","","","","","","","","","Skill Options","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Wont attack early due to low BS/PER - later levels will give Int to Per gear but his charge distribution buff is obscene. Aoe this with his other unique manipulus buffs to drastic boost the party then join damage in later levels","","","","","","","","","","All Fellowship / All Intelligence (can also swap Lore Xenos / Tech-Use for Persuasion)","","","","","","","","","","","","","","","","","All Fellowship / All Intelligence (can also swap Lore Xenos / Tech-Use for Persuasion)","","","","","","","","","","","","","","","","","All Fellowship / All Intelligence (can also swap Lore Xenos / Tech-Use for Persuasion)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Officer","","","Overseer","","","Exemplar","","","","","","","","","","","Officer","","","Grand Strategist","","","Exemplar","","","","","","","","","","","Officer","","","Master Tactician","","","Exemplar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 1 :","Voice Of Command","","Level 16 :","Servo-Skull Swarm","","Level 36 :","Firebrand","Personal Oversight","","Gear to consider","Act 1","Act 2","Act 3","Act 4","Act 5","","Level 1 :","Voice Of Command","","Level 16 :","Combat Tactics","","Level 36 :","Firebrand","Personal Oversight","","Gear to consider","Act 1","Act 2","Act 3","Act 4","Act 5","","Level 1 :","Voice Of Command","","Level 16 :","Tactical Advantage","Press The Advantage","Level 36 :","Masterful Display","Personal Oversight","","Gear to consider","Act 1","Act 2","Act 3","Act 4","Act 5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 2 :","Tech-Use","","Level 17 :","Charge Distribution","","Level 37 :","Logic","Kinetic Module","","Helm","","Monocular of Ballistic Calculation","Monocular of Ballistic Calculation","Monocular of Ballistic Calculation","","","Level 2 :","Tech-Use","","Level 17 :","Charge Distribution","","Level 37 :","Logic","Reserve Optimisation","","Helm","","Monocular of Ballistic Calculation","Monocular of Ballistic Calculation","Monocular of Ballistic Calculation","","","Level 2 :","Tech-Use","","Level 17 :","Charge Distribution","","Level 37 :","Lore Xenos","Reserve Optimisation","","Helm","","Monocular of Ballistic Calculation","Monocular of Ballistic Calculation","Monocular of Ballistic Calculation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 3 :","Bring it Down !","","Level 18 :","Symbiosis","","Level 38 :","Ballistic Skill","Echopulse","","Armour","","","","","","","Level 3 :","Bring it Down !","","Level 18 :","Improvised Strategy","","Level 38 :","Ballistic Skill","Echopulse","","Armour","","","","","","","Level 3 :","Bring it Down !","","Level 18 :","Conduction","","Level 38 :","Ballistic Skill","Aeldari Weapon Proficiency","","Armour","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 4 :","Finest Hour","Lasting Impression","Level 19 :","Overcharge","","Level 39 :","Galvanic Gate Mechadendrite","Logic","","Cloak","","","","","","","Level 4 :","Finest Hour","Lasting Impression","Level 19 :","Take and Hold","","Level 39 :","Move, Move, Move!","Logic","","Cloak","","","","","","","Level 4 :","Finest Hour","Lasting Impression","Level 19 :","Orchestrated Firestorm","","Level 39 :","Move, Move, Move!","Logic","","Cloak","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 5 :","Intelligence","Base Skill: Logic","Level 20 :","AP +1","Intelligence","Level 40 :","Degraded Defence","High Voltage","","Neck","","Hypnotising Pendant / Medal Of alacrity","Hypnotising Pendant / Medal Of alacrity","Omnissiah Holy Symbol / Medal Of alacrity","","","Level 5 :","Intelligence","Base Skill: Logic","Level 20 :","Ap +1","Intelligence","Level 40 :","Degraded Defence","Lost Energy","","Neck","","Hypnotising Pendant / Medal Of alacrity","Hypnotising Pendant / Medal Of alacrity","Omnissiah Holy Symbol / Medal Of alacrity","","","Level 5 :","Intelligence","Base Skill: Logic","Level 20 :","Ap +1","Ballistic Skill","Level 40 :","Deathdealer","Stacking the deck","","Neck","","Hypnotising Pendant / Medal Of alacrity","Hypnotising Pendant / Medal Of alacrity","Onsalught Amulet","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 6 :","Decisive Response","Intelligence","Level 21 :","Galvanic Module","Intelligence","Level 41 :","Ballistic Skill","Leader's Assault","","Accessory 1","","Touch of the Omnissiah","Touch of the Omnissiah / black signet of the inquisition","Touch of the Omnissiah / black signet of the inquisition","","","Level 6 :","Decisive Response","Intelligence","Level 21 :","Fire at Will","Intelligence","Level 41 :","Ballistic Skill","Seize the Initiative","","Accessory 1","","Touch of the Omnissiah","Touch of the Omnissiah / black signet of the inquisition","Touch of the Omnissiah / black signet of the inquisition","","","Level 6 :","Decisive Response","Intelligence","Level 21 :","Ballistic Skill","Joint Offensive","Level 41 :","Ballistic Skill","Leader's Assault","","Accessory 1","","Touch of the Omnissiah","black signet of the inquisition","black signet of the inquisition","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 7 :","Air of Authority","Base Skill: Tech Use","Level 22 :","Defend the Divine Work","Logic","Level 42 :","Medicae Signal","Intelligence","","Accessory 2","","Portative Manipulator","Hadd-Pattern Data Loom","Cogni-simulacrum ef-ultima- / Commander's Chrono","","","Level 7 :","Air of Authority","Base Skill: Tech Use","Level 22 :","Combat Locus Stratagem","","Level 42 :","Galvanic Gate Mechadendrite","Intelligence","","Accessory 2","","Portative Manipulator","Hadd-Pattern Data Loom","Cogni-simulacrum ef-ultima- / Commander's Chrono","","","Level 7 :","Air of Authority","Base Skill: Tech Use","Level 22 :","Linchpin","","Level 42 :","Fervour","Intelligence","","Accessory 2","","Portative Manipulator","Hadd-Pattern Data Loom","Commander's Chrono","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 8 :","Steel Resolve","Tech-Use","Level 23 :","The Machine God's Protection","","Level 43 :","Unseen Support","Lethal Precision","","Gloves","","Grenadier's Gloves","Marksman Bracers","Marksman Bracers","","","Level 8 :","Steel Resolve","Tech-Use","Level 23 :","Logic","Blurred Locus","Level 43 :","High Voltage","Motive-Force Overload","","Gloves","","Grenadier's Gloves","Marksman Bracers","Marksman Bracers","","","Level 8 :","Steel Resolve","Tech-Use","Level 23 :","Reliance","Logic","Level 43 :","Dawn of Victory","Lethal Precision","","Gloves","","Grenadier's Gloves","Marksman Bracers","Current Amplifiers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 9 :","Finest Hour I","","Level 24 :","Fellowship","Liturgy of Insulation","Level 44 :","Persuasion / Tech-Use","Eager Subordinates","","Boots","","","","","","","Level 9 :","Finest Hour I","","Level 24 :","Fellowship","Liturgy of Insulation","Level 44 :","Persuasion / Tech-Use","Eager Subordinates","","Boots","","","","","","","Level 9 :","Finest Hour I","","Level 24 :","Fellowship","Overclocking Module","Level 44 :","Logic","Firebrand","","Boots","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 10 :","Logic","Ballistic Skill","Level 25 :","Conduction","","Level 45 :","AP +1","","","Weapon Set 1","","Alpha's Arc Rifle","Alpha's Arc Rifle","Arc Rifle Mindstorm","","","Level 10 :","Logic","Ballistic Skill","Level 25 :","Galvanic Reaction","","Level 45 :","AP +1","","","Weapon Set 1","","Alpha's Arc Rifle","Alpha's Arc Rifle","Arc Rifle Mindstorm","","","Level 10 :","Logic","Ballistic Skill","Level 25 :","Hidden Advantage","","Level 45 :","AP +1","","","Weapon Set 1","","Alpha's Arc Rifle","Alpha's Arc Rifle","Arc Rifle Mindstorm","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 11 :","Inspiring Speech","Ballistic Skill","Level 26 :","Fellowship","Logic","Level 46 :","Seize the iniative","Persuasion / Tech-Use","","","","","","","","","Level 11 :","Inspiring Speech","Ballistic Skill","Level 26 :","Fellowship","Logic","Level 46 :","Leader's Assault","Persuasion / Tech-Use","","","","","","","","","Level 11 :","Inspiring Speech","Ballistic Skill","Level 26 :","Logic","Fellowship","Level 46 :","Potential DIfference","Persuasion / Tech-Use","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 12 :","Take Aim!","Base Skill: Medicae","Level 27 :","Overcharge II","","Level 47 :","Potential DIfference","Persuasion / Tech-Use","","Weapon Set 2","","Heavy Plasma Gun","Heavy Plasma Gun","Ancient Plasma Gun","","","Level 12 :","Take Aim!","Base Skill: Medicae","Level 27 :","Take and Hold IV","","Level 47 :","Personal Combat Zone","Lore Xenos","","Weapon Set 2","","Heavy Plasma Gun","Heavy Plasma Gun","Ancient Plasma Gun","","","Level 12 :","Take Aim!","Base Skill: Medicae","Level 27 :","Orchestrated Firestorm III","","Level 47 :","Seize the Initiative","Persuasion / Tech-Use","","Weapon Set 2","","Heavy Plasma Gun","Wanderer's Portent","Wanderer's Portent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 13 :","Focus!","Logic","Level 28 :","Galvanic Reaction","Overclocking Module","Level 48 :","Lost Energy","Intelligence","","","","","","","","","Level 13 :","Focus!","Logic","Level 28 :","Conduction","Fellowship","Level 48 :","Critical Zone","Intelligence","","","","","","","","","Level 13 :","Focus!","Logic","Level 28 :","Against All Odds","","Level 48 :","Undisputed Advantage","Intelligence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 14 :","Fellowship","Calculated Relations","Level 29 :","Ballistic Skill","Persuasion / Tech-Use","Level 49 :","Fellowship","Lore Xenos","","Pet Protocol","","Analytics Module","Analytics Module","Fortification Protocol","","","Level 14 :","Fellowship","Calculated Relations","Level 29 :","Ballistic Skill","Persuasion / Tech-Use","Level 49 :","Fellowship","Lore Xenos","","Pet Protocol","","Analytics Module","Analytics Module","Fortification Protocol","","","Level 14 :","Fellowship","Calculated Relations","Level 29 :","Persuasion / Tech-Use","Fellowship","Level 49 :","Fellowship","Persuasion / Lore Xenos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 15 :","Finest Hour IV","","Level 30 :","Strategic Adaptation","","Level 50 :","Eager for Battle","Steady!","","","","","","","","","Level 15 :","Finest Hour IV","","Level 30 :","Defend the divine work","","Level 50 :","Eager for Battle","Steady!","","","","","","","","","Level 15 :","Finest Hour IV","","Level 30 :","Staggering Jolt","Inspire","Level 50 :","Know-it-all","Steady!","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Level 31 :","Reserve Optimisation","Residual Charge","Level 51 :","Brother-in-Arms","Lore Xenos","","Optical Insertion","Somatic Insertion","Cortical Insertion","Sinistral Insertion","Dextral Insertion","Musculoskeletal Insertion","","","","","Level 31 :","The Machine God's Protection","Residual Charge","Level 51 :","Personal Zone","Lore Xenos","","Optical Insertion","Somatic Insertion","Cortical Insertion","Sinistral Insertion","Dextral Insertion","Musculoskeletal Insertion","","","","","Level 31 :","Unwavering Motivation","","Level 51 :","Brink of Death","Lore Xenos","","Optical Insertion","Somatic Insertion","Cortical Insertion","Sinistral Insertion","Dextral Insertion","Musculoskeletal Insertion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Level 32 :","Ballistic Skill","Persuasion / Tech-Use","Level 52 :","No Respite","Motive-Force Overload","","","","","","Transonic Cannon","Grav-Core Circuit","","","","","Level 32 :","Persuasion / Tech-Use","Ballistic Skill","Level 52 :","No respite","Residual Power","","","","","","Transonic Cannon","Grav-Core Circuit","","","","","Level 32 :","Intelligence","Persuasion / Tech-Use","Level 52 :","Be Vigilant!","Calculated Resolve","","","","","","Transonic Cannon","Grav-Core Circuit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Level 33 :","Rite of Calibration","","Level 53 :","Repair Mechadendrite","Fellowship","","","","","","","","","","","","Level 33 :","Toughness","Overclocking Module","Level 53 :","Repair Mechadendrite","Fellowship","","","","","","","","","","","","Level 33 :","Lost Energy","","Level 53 :","Finish the Job","Fellowship","","","","Cerebral Inverter MK Tactician","","Magnarail Lance","Grav-Core Circuit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Level 34 :","Staggering Jolt","","Level 54 :","Attention! / Deathdealer","At the speed of thought","","Line-Support Augur Array","Lechtro-Integrated Celling","Cerebral Inverter MK Operative","Remote Revitaliser MK Officer","Modified Magnarail Lance","","","","","","Level 34 :","Staggering Jolt","","Level 54 :","Attention!","At the speed of thought","","Line-Support Augur Array","Lechtro-Integrated Celling","Cerebral Inverter MK Operative","Remote Revitaliser MK Officer","Modified Magnarail Lance","","","","","","Level 34 :","Intelligence","Residual Charge","Level 54 :","Degraded Defence","Personal Involvement","","Long-Range Combat Sensors","Lechtro-Integrated Celling","Cerebral Inverter MK Tactician","Remote Revitaliser MK Officer","Modified Magnarail Lance","Grav-Core Circuit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Level 35 :","Overcharge I","","Level 55 :","AP +1","","","","","","","","","","","","","Level 35 :","Take and Hold III","","Level 55 :","AP +1","","","","","","","","","","","","","Level 35 :","Orchestrated Firestorm II","","Level 55 :","AP +1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Incendia Chorda","","","","","","","","","","Skill Options","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","Demolition / Awareness / Coercion / Commerce / Persuasion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Soldier","","","Master Tactician","","","Exemplar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 1 :","Run and Gun","","Level 16 :","Tactical Advantage","Press The Advantage","Level 36 :","Degraded Defence","Rapid Reload","","Gear to consider","Act 1","Act 2","Act 3","Act 4","Act 5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 2 :","Demolition","","Level 17 :","Inspire","","Level 37 :","Demolition","Reliance","","Helm","","","","","Gunslinger's Helm / Purifying Flame Helmet","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 3 :","Revel in Slaughter","","Level 18 :","In The Hero's Footsteps","","Level 38 :","Ballistic Skill","Bolter Weapon Proficiency","","Armour","","","","","Death World Origin Enforcer Light Carapace","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 4 :","Firearm Mastery","Demolition Engineer","Level 19 :","Orchestrated Firestorm","","Level 39 :","Rapid Fire","Demolition","","Cloak","","","","","Tempestus Carapace Elite Backpack","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 5 :","Ballistic Score","Point-Blank","Level 20 :","Ap +1","Ballistic Score","Level 40 :","Extermination","Unwavering Motivation","","Neck","","","","","Onslaught Amulet","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 6 :","Ballistic Score","Concentrated Fire","Level 21 :","Ballistic Score","Joint Offensive","Level 41 :","Ballistic Skill","Unfaltering Fire","","Accessory 1","","","","","Chains of Domination","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 7 :","Willpower","Know No Heresy","Level 22 :","Fervour","","Level 42 :","Finish the Job","Perception","","Accessory 2","","","","","Enemy Finder / Bead of Might","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 8 :","Camaraderie","Demolition","Level 23 :","Nerves of Steel","Persuasion","Level 43 :","Personal Involvement","Litany of Hatred","","Gloves","","","","","Compensator Gloves","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 9 :","Firearm Mastery IV","","Level 24 :","Willpower","Litany of Purification","Level 44 :","Demolition","Vital Points","","Boots","","","","","Caligae of Saint Keefe","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 10 :","Tenderise","Willpower","Level 25 :","Stand Resolute","","Level 45 :","AP +1","","","Weapon Set 1","","","","","Hymn of Vehemence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 11 :","Dash","Medicae","Level 26 :","Persuasion","Willpower","Level 46 :","Fired Up","Demolition","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 12 :","Perception","Stronger Together","Level 27 :","Orchestrated Firestorm II","","Level 47 :","Alacrity","Awareness","","Weapon Set 2","","","","","Mars Pattern Meltagun / Virtuous Vindication","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 13 :","Tactical Disengage","The Emperor Protects","Level 28 :","Support the Advance","","Level 48 :","Stacking the Deck","Perception","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 14 :","Nimble","Medicae","Level 29 :","Persuasion","Agility","Level 49 :","Perception","Awareness","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 15 :","Firearm Mastery I","","Level 30 :","Tenets of Retribution","Linchpin","Level 50 :","Tipping Point","Rack and Ruin","","Optical Insertion","Somatic Insertion","Cortical Insertion","Sinistral Insertion","Dextral Insertion","Musculoskeletal Insertion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Level 31 :","Ally Coordination","","Level 51 :","Against All Odds","Awareness","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Level 32 :","Agility","Persuasion","Level 52 :","Muzzle Velocity","Doing my part","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Level 33 :","Comfort in Conformity","","Level 53 :","Entrench / Controlled Shot","Perception","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Level 34 :","Agility","Flensing Faith","Level 54 :","Eager for Battle","Undisputed Advantage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","Level 35 :","Orchestrated Firestorm IV","","Level 55 :","AP +1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Calligos Winterscale","","","","","","","","","","Skill Options","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","Athletics / Carouse","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Warrior","","","Arch-Militant","","","Exemplar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 1 :","Charge","","Level 16 :","Versatility","","Level 36 :","Peak Condition","Impetus","","Gear to consider","Act 1","Act 2","Act 3","Act 4","Act 5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 2 :","Athletics","","Level 17 :","Kick","","Level 37 :","Athletics","Always Ready","","Helm","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 3 :","Endure","","Level 18 :","Martial Art","","Level 38 :","Weapon Skill","Dual-Weapon Combat","","Armour","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 4 :","Daring Breach","Contempt","Level 19 :","Steady Superiority","","Level 39 :","Sworn Enemy","Athletics","","Cloak","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 5 :","Enrage","Weapon Skill","Level 20 :","Ap +1","Weapon Skill","Level 40 :","Destroyer","Broad Expertise","","Neck","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 6 :","Reckless Strike","Athletics","Level 21 :","Exploit Weakness","Weapon Skill","Level 41 :","Weapon Skill","Opening Strike","","Accessory 1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 7 :","Weapon Skill","Combat Master","Level 22 :","Devastating Attack","Heavy Armour proficiency","Level 42 :","Wild Fire","Toughness","","Accessory 2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 8 :","Carouse","Reckless Fury","Level 23 :","Athletics","Breaking Attack","Level 43 :","Armsmaster","Melee Weapon Specialist","","Gloves","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 9 :","Daring breach I","","Level 24 :","Strength","Swift Movements","Level 44 :","Carouse","Degraded Defence","","Boots","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 10 :","Clentched Teeth","Strength","Level 25 :","Blood Haze","","Level 45 :","AP +1","","","Weapon Set 1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 11 :","Forceful Strike","It Will Not Die","Level 26 :","Athletics","Strength","Level 46 :","Easy Target","Carouse","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 12 :","Strength","Carouse","Level 27 :","Steady Superiority I","","Level 47 :","Desolation","Carouse","","Weapon Set 2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 13 :","Open Engagement","Coercion","Level 28 :","Demolition","Critical Versatility","Level 48 :","Flashfire","Toughness","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Level 14 :","Toughness","You. Kill It.","Level 29 :","Toughness","Chain Weapon Expert","Level 49 :","Perception","Carouse","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
